Respondent ID,Division,Which of the following best describes your position level?,Which generation are you apart of?,Please select the gender in which you identify.,Which duration range best aligns with your tenure at your company?,Which of the following best describes your employment type?,Question - Subquestion,Answer,Total Respondants,Same Answers
2628194343,Executive,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 11,Answer 5,115,22
8253262223,People,Department Lead,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29 - Response 11,Answer 5,115,22
7325851635,Infrastructure,Manager,Millennial (born between 1981-2000),Prefer not to answer,3-5 years,Full time Employee,Question 29 - Response 11,Answer 5,115,22
6638341389,Infrastructure,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 11,Answer 5,115,22
2855503402,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
4211032639,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
5382550855,Finance,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
9983361274,Information Technology,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
9323454815,Finance,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
8311558071,People,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
6270834102,Finance,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
4341029891,Finance,Staff,Prefer not to answer,Male,3-5 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
9298970467,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
7876887860,Internal Audit,Manager,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
2102054017,Finance,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
4910729713,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
8569413026,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
3370365802,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
7940065082,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 - Response 11,Answer 6,115,15
3397360934,Legal,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
1754220060,Finance,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
9489935616,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
7178840935,People,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
9806832932,Executive,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
2007145908,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
3184415812,Port Operations,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
1892199000,Infrastructure,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
1962504465,Information Technology,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
9858203307,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
1001882880,Infrastructure,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 11,Answer 7,115,11
2206081204,People,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
9939738223,Finance,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
5794920197,Legal,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
3120678959,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
7819918439,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
4947111306,People,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
2817787256,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
2065485156,Port Security & Emergency Operations,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
2126438547,Infrastructure,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
6665212340,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
1941311372,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
2841747833,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 11,Answer 8,115,13
2455127238,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
5585138853,Executive,Manager,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
2932152777,Finance,,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
8311558071,People,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
2065485156,Port Security & Emergency Operations,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
5633495172,Infrastructure,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
6478560213,Information Technology,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
9328885416,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
9298970467,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
3206389468,Commercial,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
6796580906,Finance,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
1485638866,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
7963965247,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 1,103,13
2658722536,Finance,Staff,,,10+ years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
5850350235,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
1321967343,Legal,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
5044294817,Legal,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
7852677398,People,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
6912636653,Finance,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
9858203307,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
1220878407,Executive,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
7103482882,Infrastructure,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 2,103,9
5875585727,Information Technology,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
3087114007,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
2206081204,People,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
9489935616,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
5177954332,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
3860289517,Government & Public Relations,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
2373830201,Infrastructure,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
3564004995,Infrastructure,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
7480026174,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
4366243452,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
7876887860,Internal Audit,Manager,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
8569413026,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
5559071396,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 3,103,14
7901328134,Information Technology,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
1587370284,Finance,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
2888589302,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
9945822370,Finance,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
2603687810,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
2014555149,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
2243120133,People,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
4617669690,Legal,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
1967962301,Port Operations,Department Lead,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
8748263039,Infrastructure,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
2102054017,Finance,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
1426184525,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 4,103,12
3536054852,Commercial,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
4625088666,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
9806028857,0,,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
8830958949,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
6014941727,Commercial,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
3244391841,People,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
2817787256,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
5202048947,People,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
8008971893,Executive,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
6285007368,People,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
6080354155,Executive,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
9625886165,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
8453428178,Commercial,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
9735550076,People,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 5,103,15
4044163394,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
5535865599,Infrastructure,Manager,Millennial (born between 1981-2000),Non-Binary,5-10 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
3397360934,Legal,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
6285875694,Commercial,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
3044612158,Finance,Staff,Baby Boomer (born between 1946-1964),Female,3-5 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
3618961108,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
7178840935,People,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
3550987529,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
9597476932,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
8708081021,Port Security & Emergency Operations,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
3966690436,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
1001882880,Infrastructure,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
2841747833,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
7940065082,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 - Response 12,Answer 6,103,14
3356802928,Port Operations,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
9736526482,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
2855503402,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
6573346680,Commercial,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
2899153341,Executive,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
4870706994,Commercial,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
9748686287,People,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
8585347438,Infrastructure,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
1859209548,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
6588311032,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
2850296334,Infrastructure,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
2781168270,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
4910729713,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
2254451126,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
1941311372,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
5953471955,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 7,103,16
4136037887,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
3555213031,Legal,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
7481772195,Information Technology,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
2618791107,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
7149169711,People,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
5386015734,Port Operations,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
5488107363,People,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
6665212340,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
8046048988,Commercial,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 12,Answer 8,103,10
9860597462,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
1321967343,Legal,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
8311558071,People,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
7819918439,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
2817787256,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
7164689614,Port Security & Emergency Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
2065485156,Port Security & Emergency Operations,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
6478560213,Information Technology,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
8569413026,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 1,120,11
9011744859,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
9526771290,Port Operations,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
2888589302,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
1948472863,People,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
2603687810,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
5177954332,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
2932152777,Finance,,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
2243120133,People,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
1914548336,Finance,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
6983214026,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
5282809243,Finance,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
1220878407,Executive,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
8046048988,Commercial,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
8453428178,Commercial,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
5157705612,Finance,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 2,120,15
9736526482,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
8546027678,Finance,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
9051604151,Commercial,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
5850350235,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
9806028857,0,,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
5382550855,Finance,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
9983361274,Information Technology,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
8585347438,Infrastructure,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
4008763646,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
7331440341,Information Technology,Staff,Millennial (born between 1981-2000),Prefer not to answer,5-10 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
7480026174,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
4366243452,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
6665212340,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
2781168270,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
9328885416,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
6285007368,People,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
1962504465,Information Technology,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
9137601822,Finance,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 3,120,18
3399511781,Infrastructure,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
6573346680,Commercial,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
3087114007,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
5794920197,Legal,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
7852677398,People,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
9806832932,Executive,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
1892199000,Infrastructure,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
4341029891,Finance,Staff,Prefer not to answer,Male,3-5 years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
3206389468,Commercial,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
4304756587,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
2628194343,Executive,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
7963965247,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 4,120,12
9961006444,Executive,Staff,Prefer not to answer,Prefer not to answer,0-2 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
5875585727,Information Technology,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
2696474434,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
1582292985,People,Chief / Executive,Millennial (born between 1981-2000),Female,10+ years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
5157551249,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
2126438547,Infrastructure,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
5633495172,Infrastructure,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
9858203307,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
6841338036,Executive,Chief / Executive,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 - Response 13,Answer 5,120,14
